Topic,Asset,Interval,Target param,word_count,hour_sin,hour_cos,return_1d_lag1,vol_1d_lag1,return_1d_sma5,vol_1d_sma5,topic_sentiment
Federal politics,X_BTCUSD,15m,Return,0.151145707274699,0.08264800382546317,0.08373292135251603,0.16949807542876588,0.05459952255116923,0.16406795693887283,0.12642624874239405,0.16788156388611988
Federal politics,X_BTCUSD,30m,Return,0.14674247902471182,0.08073974357793995,0.08422888224427,0.1799551679782864,0.06008423598975122,0.17020493212179738,0.12455065389965508,0.15349390516358827
Federal politics,X_BTCUSD,1h,Return,0.14287927635577546,0.08887687417529573,0.0900589222959853,0.1851359700896487,0.04570669492941075,0.18664165406360367,0.10422342102071765,0.1564771870695628
Federal politics,X_BTCUSD,1d,Return,0.10817055573886035,0.060852329934676916,0.09562874437135475,0.21644886185024745,0.05242368245766205,0.20344273567306112,0.1430235945628893,0.120009495411248
Federal politics,CL,5m,Return,0.13725105680504918,0.09785564798698035,0.09269322120347293,0.15719768103724596,0.0546310502131373,0.1892974724374854,0.10361148733030193,0.16746238298632693
Federal politics,CL,15m,Return,0.13861193051043888,0.07647528499250464,0.09248203637157842,0.19772660817309498,0.047860129954257764,0.18474270309286725,0.11448902392394843,0.14761228298130977
Federal politics,CL,30m,Return,0.15512481187514796,0.06827525835146316,0.07673308953333803,0.1816181560349631,0.054629452248155325,0.19777282823414802,0.1135427524297011,0.15230365129308338
Federal politics,CL,1h,Return,0.14007092017557662,0.07108673556013317,0.08218908665979609,0.19211196099834874,0.05990033733674267,0.19967763746553244,0.11140664495977183,0.14355667684409837
Federal politics,CL,1d,Return,0.08471511591788664,0.06723087739379867,0.04902197069899197,0.2977488010476147,0.06258856085969282,0.21209974752221417,0.14184219751006336,0.0847527290497376
Federal politics,ES,5m,Return,0.12894116611734124,0.05213197021084725,0.09427435683813026,0.1434742881245105,0.1038329470545525,0.16547245092805113,0.21670245915995157,0.09517036156661562
Federal politics,ES,15m,Return,0.12089558554144414,0.07655402538032122,0.06227481200812622,0.21275868147151114,0.07613185153123464,0.142615369014327,0.1663858028276299,0.14238387222540574
Federal politics,ES,30m,Return,0.13076365182413544,0.07357733656657804,0.06275250333983197,0.19655112368251,0.08648962701481344,0.19143989347695775,0.13278718425694164,0.1256386798382317
Federal politics,ES,1h,Return,0.09651235047949858,0.06101781790837524,0.06731893827131392,0.23214498797363198,0.07749359852095393,0.2254671787125873,0.13293999054842848,0.1071051375852104
Federal politics,ES,1d,Return,0.017982630396004895,0.01950168139370611,0.022346217658952918,0.5885765535414835,0.07530748682577422,0.2210663385237533,0.04145246005588339,0.013766631604441701
Federal politics,YM,5m,Return,0.11007368017477244,0.05769017145138937,0.09495263907481429,0.1642239642375726,0.09264440685551752,0.18255863453565166,0.19046908874014784,0.10738741493013437
Federal politics,YM,15m,Return,0.12682245916261856,0.07759276846355422,0.06726215326692181,0.20017969468996136,0.07013972697214736,0.16884990498559507,0.15976143273148535,0.1293918597277162
Federal politics,YM,30m,Return,0.12966591680235026,0.07997367219024049,0.07047188852640031,0.1776775471102337,0.08216939940700052,0.17682922362178613,0.1457336160572522,0.1374787362847363
Federal politics,YM,1h,Return,0.09960387561452362,0.06319593253782384,0.07604753873977883,0.21142330384710167,0.0717538070355623,0.23249208490741183,0.13826345464533474,0.10722000267246319
Federal politics,YM,1d,Return,0.027284396181967922,0.024056573707595,0.02840005167892939,0.5254743135742325,0.07006945646210845,0.21482524025091462,0.07928508412322223,0.03060488402103005
Federal politics,ZN,5m,Return,0.12922630966206752,0.05305220495620673,0.08408751587890506,0.19996110535447265,0.07778475467141417,0.18058055038152446,0.1351191984811398,0.14018836061426973
Federal politics,ZN,15m,Return,0.14992038659000206,0.058729217785318415,0.08041971386225326,0.23355800537109847,0.055586020434866115,0.16140143863201306,0.12703805033583987,0.1333471669886087
Federal politics,ZN,30m,Return,0.1235450143746114,0.05501032656006801,0.07748840168164459,0.18530255630189266,0.06512093885268717,0.20974290206902826,0.162421764380508,0.12136809577955995
Federal politics,ZN,1h,Return,0.13453670753274546,0.06219199562465708,0.07020719806358898,0.1564434711627363,0.0953504746819436,0.17351992200067837,0.18809053593814487,0.11965969499550541
Federal politics,ZN,1d,Return,0.06202826210616874,0.041633162826637655,0.042506156252731395,0.21406669899987352,0.07035977202212824,0.2729245265164434,0.23163248172001885,0.06484893955599817
Federal politics,I_NDX,5m,Return,0.10245770177980938,0.05463441104375848,0.06906566999542148,0.17966677973732906,0.09088593822021039,0.20795635835419585,0.18662952943806058,0.1087036114312148
Federal politics,I_NDX,15m,Return,0.10621674720341125,0.062794513616509,0.09199670636411764,0.17774336365215018,0.08616719189928784,0.19452533563587038,0.16695222460856543,0.11360391702008829
Federal politics,I_NDX,30m,Return,0.1013622921327358,0.05966170439639185,0.07206769861696113,0.2244088332834647,0.06584139726828912,0.2257735099695096,0.13537968357601265,0.11550488075663523
